Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK56,OUT046,2183.8807631375444
FDP52,OUT045,2672.9013927973024
FDW20,OUT018,2426.04195630992
FDS52,OUT049,1742.1651586477958
NCT29,OUT018,2426.04195630992
NCL54,OUT013,2921.6105241676673
FDC05,OUT045,2678.2423063871224
FDF34,OUT035,2683.5406130699566
FDP03,OUT027,3892.471490552113
FDD32,OUT010,645.1366363896364
FDZ10,OUT045,2192.4632072073423
FDZ40,OUT035,1844.7957828978306
FDD51,OUT018,2151.5050398537514
NCY30,OUT019,594.1103436002086
FDP58,OUT017,2672.9013927973024
FDV49,OUT017,2672.9013927973024
FDY24,OUT019,563.0922648295153
NCO55,OUT017,2192.4632072073423
FDR13,OUT017,2192.4632072073423
FDS51,OUT017,1843.0493611747465
FDP26,OUT045,2192.4632072073423
NCB54,OUT027,3892.471490552113
FDF32,OUT017,2678.2423063871224
FDN31,OUT018,2737.1549305964563
DRM48,OUT017,1843.0493611747465
FDN20,OUT049,2183.8807631375444
DRL01,OUT046,2464.0957107149975
FDV56,OUT049,1742.1651586477958
DRH13,OUT027,3892.471490552113
FDA03,OUT017,2678.2423063871224
FDF47,OUT027,4956.502712815995
FDX32,OUT046,2183.8807631375444
FDX57,OUT049,1742.1651586477958
NCA30,OUT045,2678.2423063871224
FDO49,OUT013,2302.2162628430906
FDL04,OUT019,565.9332065922275
DRM48,OUT035,1844.7957828978306
FDR16,OUT013,3373.3729938250594
NCC19,OUT018,2737.1549305964563
NCE42,OUT045,2672.9013927973024
FDY24,OUT017,1843.0493611747465
FDH19,OUT049,2183.8807631375444
FDJ46,OUT013,2921.6105241676673
FDN45,OUT010,745.2551305863032
FDY08,OUT035,2195.9766470762315
FDZ37,OUT035,2195.9766470762315
NCT30,OUT045,1843.0493611747465
DRY23,OUT018,2151.5050398537514
NCZ30,OUT018,2426.04195630992
FDC44,OUT018,2426.04195630992
FDB45,OUT035,2195.9766470762315
FDY04,OUT013,2921.6105241676673
FDM27,OUT046,2183.8807631375444
FDZ43,OUT017,2672.9013927973024
FDT39,OUT019,594.1103436002086
NCC06,OUT019,565.9332065922275
FDL15,OUT027,4413.667857001392
FDL57,OUT017,2672.9013927973024
FDU08,OUT046,1742.1651586477958
FDK40,OUT017,2672.9013927973024
FDQ12,OUT010,745.2551305863032
FDS48,OUT017,2678.2423063871224
FDP09,OUT045,2672.9013927973024
FDW21,OUT049,1742.1651586477958
FDY25,OUT035,2683.5406130699566
DRE13,OUT017,2192.4632072073423
FDV43,OUT019,563.0922648295153
FDD22,OUT045,2192.4632072073423
FDM46,OUT019,565.9332065922275
NCO30,OUT010,676.3141626063406
FDM25,OUT046,2183.8807631375444
NCN41,OUT049,1742.1651586477958
FDU24,OUT045,2192.4632072073423
FDZ50,OUT046,2183.8807631375444
FDP45,OUT013,3373.3729938250594
NCM54,OUT045,2192.4632072073423
FDW10,OUT019,594.1103436002086
FDP20,OUT017,2192.4632072073423
FDK32,OUT046,2183.8807631375444
FDN52,OUT049,1742.1651586477958
FDM58,OUT045,2192.4632072073423
FDZ46,OUT027,3892.471490552113
NCA18,OUT018,2426.04195630992
FDD35,OUT046,1742.1651586477958
NCK31,OUT035,1844.7957828978306
FDI40,OUT027,3892.471490552113
FDT50,OUT019,565.9332065922275
NCT06,OUT046,2183.8807631375444
FDT31,OUT035,2683.5406130699566
FDT45,OUT049,1393.3871566813445
FDT13,OUT045,2678.2423063871224
FDO50,OUT045,2192.4632072073423
NCU18,OUT010,676.3141626063406
NCR54,OUT049,2183.8807631375444
NCO18,OUT018,2737.1549305964563
FDU09,OUT045,1843.0493611747465
FDT13,OUT018,2737.1549305964563
FDE09,OUT046,1742.1651586477958
NCK53,OUT019,565.9332065922275
FDG45,OUT049,2466.6466673171694
DRH15,OUT035,1844.7957828978306
FDO21,OUT019,647.5685859827722
FDD14,OUT027,4413.667857001392
FDC09,OUT046,1742.1651586477958
FDH45,OUT027,3348.7050200905232
FDV32,OUT046,1393.3871566813445
FDG12,OUT035,2195.9766470762315
FDS32,OUT013,2921.6105241676673
NCL55,OUT018,3070.3706727418853
DRE01,OUT035,2678.1996994801366
DRE15,OUT049,1742.1651586477958
NCL42,OUT045,2672.9013927973024
FDP31,OUT013,2302.2162628430906
FDN33,OUT018,2426.04195630992
FDZ59,OUT046,2183.8807631375444
FDE45,OUT010,676.3141626063406
FDJ07,OUT013,2613.649503330824
FDQ45,OUT018,2737.1549305964563
FDM33,OUT027,4956.502712815995
FDO15,OUT010,645.1366363896364
FDM46,OUT013,2613.649503330824
FDR03,OUT045,2672.9013927973024
FDY49,OUT018,2737.1549305964563
FDQ60,OUT045,2192.4632072073423
FDW10,OUT049,2183.8807631375444
FDO51,OUT049,1393.3871566813445
FDJ40,OUT018,2426.04195630992
FDS20,OUT018,2737.1549305964563
FDU45,OUT013,2613.649503330824
FDV02,OUT035,2683.5406130699566
FDN09,OUT046,2464.0957107149975
NCM55,OUT027,4413.667857001392
FDN23,OUT018,2737.1549305964563
FDY31,OUT010,676.3141626063406
FDW03,OUT010,645.1366363896364
FDD14,OUT046,2183.8807631375444
FDV23,OUT017,2192.4632072073423
DRI03,OUT045,2678.2423063871224
FDN13,OUT035,2195.9766470762315
FDF45,OUT027,3348.7050200905232
FDU46,OUT035,2195.9766470762315
FDB57,OUT049,2466.6466673171694
FDV12,OUT049,1742.1651586477958
FDQ58,OUT013,2921.6105241676673
NCA18,OUT017,2192.4632072073423
FDH52,OUT049,1393.3871566813445
FDM24,OUT018,2737.1549305964563
NCP43,OUT027,4413.667857001392
NCO18,OUT019,594.1103436002086
FDM32,OUT017,2192.4632072073423
NCL07,OUT017,1843.0493611747465
FDK03,OUT013,3373.3729938250594
FDP59,OUT017,2192.4632072073423
FDQ24,OUT049,2466.6466673171694
FDQ16,OUT018,2426.04195630992
FDU44,OUT013,2921.6105241676673
FDH28,OUT010,659.5603949203377
FDV28,OUT019,563.0922648295153
FDM22,OUT045,1843.0493611747465
FDR56,OUT046,2183.8807631375444
FDV39,OUT049,2183.8807631375444
FDU37,OUT019,565.9332065922275
FDQ11,OUT010,745.2551305863032
FDX02,OUT045,2672.9013927973024
NCS42,OUT018,2426.04195630992
FDY57,OUT027,3892.471490552113
FDB21,OUT049,2466.6466673171694
FDE28,OUT017,2672.9013927973024
FDQ55,OUT017,2192.4632072073423
FDA48,OUT049,2466.6466673171694
FDZ19,OUT045,2678.2423063871224
NCC43,OUT045,2672.9013927973024
NCV18,OUT046,1742.1651586477958
NCA42,OUT018,2737.1549305964563
FDY45,OUT046,2464.0957107149975
NCC30,OUT045,2678.2423063871224
FDM57,OUT013,2613.649503330824
FDL09,OUT010,676.3141626063406
FDB09,OUT027,3892.471490552113
FDT44,OUT035,2195.9766470762315
NCT06,OUT027,4413.667857001392
FDX26,OUT049,2183.8807631375444
FDK32,OUT013,2921.6105241676673
DRA12,OUT046,2183.8807631375444
FDO46,OUT010,676.3141626063406
FDE52,OUT013,2613.649503330824
NCH42,OUT045,2672.9013927973024
FDV08,OUT035,1844.7957828978306
FDB47,OUT018,3070.3706727418853
FDC28,OUT010,645.1366363896364
FDD22,OUT046,1742.1651586477958
FDS07,OUT027,3892.471490552113
DRI13,OUT045,2672.9013927973024
FDG32,OUT018,3070.3706727418853
FDU14,OUT017,2672.9013927973024
FDD28,OUT019,563.0922648295153
NCP41,OUT017,2192.4632072073423
FDS08,OUT049,2183.8807631375444
FDX47,OUT045,2678.2423063871224
FDC53,OUT019,565.9332065922275
FDQ19,OUT035,2678.1996994801366
FDL14,OUT045,2678.2423063871224
FDM33,OUT019,647.5685859827722
FDA51,OUT045,2192.4632072073423
FDZ27,OUT018,2151.5050398537514
FDT04,OUT046,1393.3871566813445
DRC13,OUT049,1742.1651586477958
FDR16,OUT027,4956.502712815995
FDQ03,OUT027,4956.502712815995
FDE38,OUT035,2683.5406130699566
DRH23,OUT027,3348.7050200905232
FDT11,OUT019,594.1103436002086
FDD09,OUT035,2683.5406130699566
FDR40,OUT045,2192.4632072073423
FDX07,OUT017,2678.2423063871224
FDR07,OUT035,2195.9766470762315
FDA51,OUT017,2192.4632072073423
FDT59,OUT019,647.5685859827722
FDF20,OUT017,2678.2423063871224
FDR13,OUT045,2192.4632072073423
FDY26,OUT049,2466.6466673171694
FDW04,OUT017,2192.4632072073423
FDK52,OUT017,2672.9013927973024
FDN60,OUT049,2183.8807631375444
FDM09,OUT019,594.1103436002086
FDP46,OUT049,1742.1651586477958
FDB50,OUT019,565.9332065922275
NCQ29,OUT049,2466.6466673171694
FDP16,OUT027,4956.502712815995
FDX33,OUT018,2737.1549305964563
FDP07,OUT010,676.3141626063406
FDN22,OUT046,2464.0957107149975
FDF39,OUT049,2466.6466673171694
FDS21,OUT017,1843.0493611747465
NCM42,OUT013,2613.649503330824
FDK50,OUT019,594.1103436002086
DRF13,OUT027,4413.667857001392
FDH35,OUT018,2737.1549305964563
FDP60,OUT018,2426.04195630992
DRJ49,OUT027,3892.471490552113
NCT42,OUT019,594.1103436002086
FDE38,OUT049,2183.8807631375444
FDI04,OUT049,2183.8807631375444
NCH54,OUT045,2678.2423063871224
FDT56,OUT049,1393.3871566813445
DRD15,OUT018,3070.3706727418853
FDV58,OUT013,2921.6105241676673
FDP21,OUT049,2183.8807631375444
FDH05,OUT013,3373.3729938250594
FDR10,OUT027,4413.667857001392
NCP06,OUT045,2678.2423063871224
FDF33,OUT049,1742.1651586477958
DRK37,OUT013,2921.6105241676673
DRH49,OUT045,2192.4632072073423
FDT58,OUT013,2921.6105241676673
FDD41,OUT018,2426.04195630992
FDP40,OUT018,2426.04195630992
FDM51,OUT027,3892.471490552113
FDO45,OUT010,645.1366363896364
FDW33,OUT010,645.1366363896364
FDY24,OUT045,1843.0493611747465
FDB10,OUT010,745.2551305863032
FDM40,OUT035,2683.5406130699566
NCI06,OUT017,2678.2423063871224
FDW12,OUT019,594.1103436002086
FDX48,OUT027,4413.667857001392
NCW05,OUT027,3892.471490552113
FDX27,OUT017,2192.4632072073423
DRM37,OUT045,2678.2423063871224
FDA38,OUT045,2672.9013927973024
FDR36,OUT046,1393.3871566813445
FDZ45,OUT046,2183.8807631375444
FDG05,OUT017,2678.2423063871224
FDK28,OUT013,3373.3729938250594
FDV47,OUT045,2192.4632072073423
FDN21,OUT045,2678.2423063871224
FDP20,OUT027,3892.471490552113
FDI35,OUT045,2678.2423063871224
DRY23,OUT013,2302.2162628430906
FDA56,OUT017,2192.4632072073423
FDB09,OUT013,2613.649503330824
NCO26,OUT027,3892.471490552113
FDQ49,OUT018,2737.1549305964563
FDI52,OUT027,3892.471490552113
FDZ44,OUT027,3892.471490552113
FDZ09,OUT018,2737.1549305964563
FDY03,OUT049,1742.1651586477958
NCG42,OUT017,2192.4632072073423
DRI13,OUT027,4956.502712815995
FDQ32,OUT013,2613.649503330824
FDW16,OUT035,2195.9766470762315
FDU27,OUT046,1393.3871566813445
FDR28,OUT010,676.3141626063406
FDQ49,OUT010,676.3141626063406
FDS37,OUT046,1742.1651586477958
FDW26,OUT018,3070.3706727418853
FDX12,OUT018,3070.3706727418853
NCP06,OUT013,2921.6105241676673
FDW45,OUT010,676.3141626063406
NCN30,OUT049,1742.1651586477958
FDN24,OUT049,1393.3871566813445
NCL41,OUT027,3348.7050200905232
FDR02,OUT019,565.9332065922275
FDD09,OUT010,676.3141626063406
FDS33,OUT010,645.1366363896364
FDU22,OUT045,2192.4632072073423
FDI53,OUT013,2921.6105241676673
DRH01,OUT049,2183.8807631375444
FDX32,OUT013,2921.6105241676673
NCP30,OUT018,2151.5050398537514
FDB60,OUT045,2678.2423063871224
FDB14,OUT049,1742.1651586477958
NCP02,OUT035,1844.7957828978306
FDJ10,OUT017,2678.2423063871224
FDG34,OUT046,1742.1651586477958
NCB18,OUT017,2192.4632072073423
FDM16,OUT049,1393.3871566813445
FDW25,OUT018,2426.04195630992
FDB35,OUT010,645.1366363896364
DRN11,OUT013,2921.6105241676673
FDF41,OUT019,647.5685859827722
FDH16,OUT045,2192.4632072073423
NCQ50,OUT018,3070.3706727418853
DRH23,OUT018,2151.5050398537514
DRJ37,OUT013,2921.6105241676673
DRJ24,OUT027,4413.667857001392
FDY16,OUT035,2683.5406130699566
FDQ27,OUT045,2192.4632072073423
FDZ33,OUT045,2678.2423063871224
FDF29,OUT045,2192.4632072073423
FDA08,OUT049,2183.8807631375444
FDG31,OUT046,1393.3871566813445
FDE34,OUT019,594.1103436002086
NCR30,OUT027,3348.7050200905232
FDV33,OUT035,2678.1996994801366
DRZ24,OUT018,2426.04195630992
NCL54,OUT035,2683.5406130699566
FDR12,OUT049,2183.8807631375444
NCC54,OUT046,2464.0957107149975
DRN59,OUT013,2302.2162628430906
FDX50,OUT019,565.9332065922275
FDV31,OUT027,4413.667857001392
NCA29,OUT027,4413.667857001392
FDW60,OUT049,2183.8807631375444
FDX08,OUT017,2678.2423063871224
DRD49,OUT013,3373.3729938250594
FDD33,OUT046,2464.0957107149975
FDW35,OUT013,2302.2162628430906
FDJ36,OUT017,2192.4632072073423
FDV51,OUT035,2683.5406130699566
FDW36,OUT046,1742.1651586477958
FDH35,OUT046,2183.8807631375444
NCS30,OUT027,3892.471490552113
FDN49,OUT017,1843.0493611747465
FDL08,OUT018,3070.3706727418853
FDI09,OUT013,3373.3729938250594
FDP19,OUT018,2426.04195630992
FDU21,OUT010,659.5603949203377
NCP41,OUT045,2192.4632072073423
FDY10,OUT013,2613.649503330824
FDP12,OUT018,2151.5050398537514
NCN26,OUT049,1742.1651586477958
FDK44,OUT013,2921.6105241676673
FDC28,OUT049,1742.1651586477958
FDJ41,OUT027,4956.502712815995
NCT29,OUT035,2195.9766470762315
NCH42,OUT019,647.5685859827722
FDU60,OUT018,2737.1549305964563
FDS02,OUT045,2678.2423063871224
FDC51,OUT046,1742.1651586477958
FDU03,OUT013,2921.6105241676673
FDX39,OUT045,2672.9013927973024
NCY05,OUT010,659.5603949203377
NCL06,OUT027,4956.502712815995
FDD32,OUT035,2195.9766470762315
NCN41,OUT045,2192.4632072073423
NCX53,OUT049,2183.8807631375444
FDU57,OUT019,594.1103436002086
FDQ23,OUT046,1742.1651586477958
FDQ52,OUT045,2672.9013927973024
FDC14,OUT045,1843.0493611747465
FDY09,OUT035,2683.5406130699566
FDQ28,OUT045,2678.2423063871224
FDV25,OUT046,2464.0957107149975
FDJ07,OUT035,2195.9766470762315
DRB25,OUT049,1742.1651586477958
FDK52,OUT019,647.5685859827722
FDY52,OUT027,3348.7050200905232
FDB28,OUT046,2183.8807631375444
FDT36,OUT035,1844.7957828978306
FDV25,OUT017,2672.9013927973024
NCN07,OUT027,3892.471490552113
FDC57,OUT017,2678.2423063871224
FDQ03,OUT018,3070.3706727418853
FDU23,OUT017,2678.2423063871224
NCX41,OUT035,2678.1996994801366
NCD06,OUT035,1844.7957828978306
FDW08,OUT045,2192.4632072073423
NCU29,OUT017,2678.2423063871224
NCE06,OUT013,2921.6105241676673
FDV52,OUT010,645.1366363896364
FDB02,OUT017,2678.2423063871224
NCR18,OUT045,1843.0493611747465
FDK16,OUT049,1742.1651586477958
NCQ29,OUT010,745.2551305863032
FDZ01,OUT019,565.9332065922275
FDW27,OUT035,2683.5406130699566
FDD17,OUT018,3070.3706727418853
FDW39,OUT013,2921.6105241676673
DRH59,OUT045,1843.0493611747465
FDS52,OUT013,2613.649503330824
FDU40,OUT027,4413.667857001392
NCF54,OUT013,2921.6105241676673
FDH46,OUT045,2192.4632072073423
NCP14,OUT049,1742.1651586477958
FDH50,OUT049,2183.8807631375444
DRF15,OUT010,676.3141626063406
FDV27,OUT027,3892.471490552113
NCJ06,OUT049,1742.1651586477958
FDN02,OUT018,3070.3706727418853
FDQ51,OUT049,1393.3871566813445
FDQ07,OUT017,2672.9013927973024
FDS45,OUT049,1742.1651586477958
NCJ06,OUT045,2192.4632072073423
